timestamp,node_id,tilt_mean,tilt_rate,strain_delta,vib_rms,vib_peak,vib_dominant_freq,crack_status,temp_humidity_index,label
2026-01-01 01:35:00,N4,0.01759,-0.001455,-0.02,0.02658,0.05136,16.1,1,0.6528,0
2026-01-01 01:35:00,N5,0.03225,0.022427,1.041,0.04177,0.06602,16.55,1,0.6905,0
2026-01-01 01:40:00,N1,0.03996,0.021878,0.192,0.02878,0.07664,10.45,1,0.6626,0
2026-01-01 01:40:00,N2,0.01472,-0.019521,1.926,0.02594,0.06355,9.54,1,0.6958,0
2026-01-01 01:40:00,N3,0.03347,0.007039,1.455,0.0156,0.02739,17.48,1,0.6697,0
2026-01-01 01:40:00,N4,0.01539,-0.002202,-0.49,0.01582,0.04735,13.06,1,0.6877,0
2026-01-01 01:40:00,N5,0.03466,0.002412,-0.225,0.03854,0.1083,11.43,1,0.6741,0
2026-01-01 01:45:00,N1,0.0187,-0.021254,1.12,0.0347,0.08593,11.26,1,0.6774,0
2026-01-01 01:45:00,N2,0.02679,0.012068,0.345,0.0059,0.01561,10.4,1,0.6916,0
2026-01-01 01:45:00,N3,0.02285,-0.010622,0.082,0.01857,0.02975,12.63,1,0.6732,0
2026-01-01 01:45:00,N4,0.03744,0.022051,-1.363,0.01868,0.04759,16.12,1,0.65,0
2026-01-01 01:45:00,N5,0.03834,0.003675,1.328,0.0448,0.1233,17.75,1,0.6572,0
2026-01-01 01:50:00,N1,0.01845,-0.000257,1.288,0.02265,0.03898,9.45,1,0.6703,0
2026-01-01 01:50:00,N2,0.02615,-0.000643,-1.118,0.01985,0.04901,13.19,1,0.6951,0
2026-01-01 01:50:00,N3,0.03622,0.013372,0.869,0.03675,0.10907,11.58,1,0.6824,0
2026-01-01 01:50:00,N4,0.01536,-0.022079,0.723,0.02725,0.07229,16.37,1,0.7013,0
2026-01-01 01:50:00,N5,0.02183,-0.016505,0.425,0.03011,0.04563,14.0,1,0.6918,0
2026-01-01 01:55:00,N1,0.00695,-0.0115,0.547,0.03878,0.07283,9.22,1,0.6767,0
2026-01-01 01:55:00,N2,0.01297,-0.013172,1.393,0.02333,0.05456,9.79,1,0.6668,0
2026-01-01 01:55:00,N3,0.03695,0.000731,-0.005,0.01672,0.04841,15.74,1,0.6739,0
2026-01-01 01:55:00,N4,0.01887,0.003507,-0.262,0.01848,0.0552,11.5,1,0.6715,0
2026-01-01 01:55:00,N5,0.01917,-0.002663,0.015,0.0231,0.04195,9.24,1,0.6855,0
2026-01-01 02:00:00,N1,0.02176,0.014815,0.786,0.02278,0.04607,11.67,1,0.7121,0
2026-01-01 02:00:00,N2,0.02485,0.011873,0.295,0.02577,0.05454,15.7,1,0.6997,0
2026-01-01 02:00:00,N3,0.00968,-0.027276,-0.672,0.03255,0.08781,10.16,1,0.7085,0
2026-01-01 02:00:00,N4,0.0181,-0.000767,0.408,0.00642,0.01076,14.33,1,0.6536,0
2026-01-01 02:00:00,N5,0.01299,-0.006173,1.138,0.0299,0.07044,9.65,1,0.701,0
2026-01-01 02:05:00,N1,0.0228,0.001038,0.694,0.0065,0.01885,17.14,1,0.7266,0
2026-01-01 02:05:00,N2,0.02822,0.003374,0.132,0.03521,0.10288,15.57,1,0.6835,0
2026-01-01 02:05:00,N3,0.04936,0.039686,0.158,0.02942,0.06123,17.18,1,0.7106,0
2026-01-01 02:05:00,N4,0.03358,0.015481,1.045,0.0196,0.0379,13.07,1,0.6857,0
2026-01-01 02:05:00,N5,0.03654,0.023545,0.796,0.024,0.05384,8.73,1,0.7309,0
2026-01-01 02:10:00,N1,0.01862,-0.004177,1.254,0.04108,0.10932,16.8,1,0.6934,0
2026-01-01 02:10:00,N2,0.03286,0.004637,-0.839,0.01198,0.01933,11.41,1,0.6793,0
2026-01-01 02:10:00,N3,0.00284,-0.04652,0.836,0.02798,0.04622,14.33,1,0.6808,0
2026-01-01 02:10:00,N4,0.01738,-0.016201,0.594,0.03134,0.05516,11.64,1,0.7113,0
2026-01-01 02:10:00,N5,0.04122,0.004683,0.628,0.00957,0.02361,10.84,1,0.685,0
2026-01-01 02:15:00,N1,0.02357,0.004945,-0.399,0.00449,0.01011,13.37,1,0.7159,0
2026-01-01 02:15:00,N2,0.02008,-0.012776,0.405,0.032,0.0697,10.05,1,0.7008,0
2026-01-01 02:15:00,N3,0.03528,0.032436,0.315,0.02291,0.05943,15.87,1,0.6995,0
2026-01-01 02:15:00,N4,0.01087,-0.006508,0.73,0.02975,0.04551,13.87,1,0.6836,0
2026-01-01 02:15:00,N5,0.02777,-0.013451,-1.222,0.04455,0.08689,14.0,1,0.6949,0
2026-01-01 02:20:00,N1,0.01634,-0.007226,0.7,0.02233,0.05893,14.96,1,0.7102,0
2026-01-01 02:20:00,N2,0.00193,-0.01815,-0.347,0.02105,0.04819,12.66,1,0.7016,0
2026-01-01 02:20:00,N3,0.02011,-0.015172,0.399,0.00865,0.02437,12.6,1,0.705,0
2026-01-01 02:20:00,N4,0.0242,0.013332,1.538,0.02754,0.06998,13.07,1,0.7101,0
2026-01-01 02:20:00,N5,0.01422,-0.013555,0.546,0.01163,0.01832,14.62,1,0.701,0
2026-01-01 02:25:00,N1,0.03049,0.014147,-0.228,0.03253,0.06163,11.26,1,0.7237,0
2026-01-01 02:25:00,N2,0.04509,0.043157,0.898,0.03686,0.08084,15.19,1,0.7027,0
2026-01-01 02:25:00,N3,0.03091,0.010807,0.159,0.033,0.05113,9.93,1,0.6936,0
2026-01-01 02:25:00,N4,0.05426,0.030057,0.215,0.01765,0.03224,9.45,1,0.6799,0
2026-01-01 02:25:00,N5,0.02165,0.007432,0.978,0.02895,0.07708,16.61,1,0.7312,0
2026-01-01 02:30:00,N1,0.00938,-0.021106,1.35,0.0015,0.00258,9.45,1,0.7381,0
2026-01-01 02:30:00,N2,0.01624,-0.028849,0.548,0.03452,0.05934,15.83,1,0.6999,0
2026-01-01 02:30:00,N3,0.01436,-0.016558,1.404,0.01947,0.05801,10.72,1,0.6927,0
2026-01-01 02:30:00,N4,0.03626,-0.018006,-0.297,0.0215,0.03292,8.14,1,0.7038,0
2026-01-01 02:30:00,N5,0.03466,0.013012,-1.123,0.02243,0.04273,10.68,1,0.737,0
2026-01-01 02:35:00,N1,0.04866,0.039278,-0.37,0.02355,0.05605,8.6,1,0.7273,0
2026-01-01 02:35:00,N2,0.03027,0.014033,0.026,0.0164,0.04697,17.74,1,0.6993,0
2026-01-01 02:35:00,N3,0.02087,0.006515,0.049,0.02073,0.04211,12.54,1,0.7002,0
2026-01-01 02:35:00,N4,0.03486,-0.001396,-0.868,0.02573,0.06852,10.8,1,0.7195,0
2026-01-01 02:35:00,N5,0.02544,-0.009225,1.528,0.02495,0.05492,13.38,1,0.7221,0
2026-01-01 02:40:00,N1,0.01982,-0.028844,0.8,0.02337,0.04996,12.49,1,0.7374,0
2026-01-01 02:40:00,N2,0.04244,0.012168,0.621,0.02916,0.08513,13.66,1,0.7397,0
2026-01-01 02:40:00,N3,0.01218,-0.008688,0.171,0.01715,0.03193,9.16,1,0.7333,0
2026-01-01 02:40:00,N4,0.02637,-0.008487,-1.479,0.0178,0.04666,15.24,1,0.7464,0
2026-01-01 02:40:00,N5,0.03939,0.013957,0.823,0.01485,0.02864,9.03,1,0.6909,0
2026-01-01 02:45:00,N1,0.003,-0.016821,-0.237,0.03418,0.07479,12.76,1,0.7304,0
2026-01-01 02:45:00,N2,0.03052,-0.011921,-0.038,0.00372,0.00871,15.67,1,0.695,0
2026-01-01 02:45:00,N3,0.01816,0.005979,-0.562,0.03357,0.06061,15.37,1,0.7301,0
2026-01-01 02:45:00,N4,0.03723,0.010862,0.71,0.02656,0.05814,13.55,1,0.7138,0
2026-01-01 02:45:00,N5,0.00989,-0.029506,0.376,0.01288,0.02143,14.0,1,0.7067,0
2026-01-01 02:50:00,N1,0.03984,0.036841,1.068,0.02983,0.05235,12.29,1,0.735,0
2026-01-01 02:50:00,N2,0.04269,0.012174,0.315,0.04406,0.10694,17.09,1,0.7512,0
2026-01-01 02:50:00,N3,0.05441,0.036247,0.826,0.01316,0.02727,13.28,1,0.7732,0
2026-01-01 02:50:00,N4,0.02361,-0.013621,1.1,0.02742,0.05227,10.25,1,0.741,0
2026-01-01 02:50:00,N5,0.02021,0.010326,1.602,0.02555,0.04387,13.39,1,0.7205,0
2026-01-01 02:55:00,N1,0.01131,-0.028523,0.813,0.0116,0.02373,13.42,1,0.7316,0
2026-01-01 02:55:00,N2,0.02388,-0.018814,1.014,0.01872,0.04761,15.29,1,0.7228,0
2026-01-01 02:55:00,N3,0.02229,-0.032116,0.573,0.02873,0.05095,9.45,1,0.7057,0
2026-01-01 02:55:00,N4,0.00835,-0.015261,0.543,0.00791,0.0127,14.05,1,0.7495,0
2026-01-01 02:55:00,N5,0.02711,0.006901,0.613,0.01532,0.04346,15.3,1,0.7492,0
2026-01-01 03:00:00,N1,0.0431,0.031783,0.649,0.01851,0.05484,13.21,1,0.7169,0
2026-01-01 03:00:00,N2,0.02452,0.00064,0.171,0.01817,0.03874,13.92,1,0.7107,0
2026-01-01 03:00:00,N3,0.02993,0.007634,1.319,0.02523,0.05559,9.8,1,0.7299,0
2026-01-01 03:00:00,N4,0.02363,0.015279,-0.013,0.00992,0.02038,14.83,1,0.7064,0
2026-01-01 03:00:00,N5,0.04351,0.016401,2.046,0.03368,0.08511,17.56,1,0.7434,0
2026-01-01 03:05:00,N1,0.02256,-0.020536,2.022,0.01428,0.0231,15.0,1,0.7045,0
2026-01-01 03:05:00,N2,0.01891,-0.005614,-1.152,0.02147,0.05425,13.28,1,0.7829,0
2026-01-01 03:05:00,N3,0.02086,-0.009063,-0.343,0.0373,0.10465,15.95,1,0.7519,0
2026-01-01 03:05:00,N4,0.02449,0.000857,0.956,0.03297,0.05381,14.24,1,0.7315,0
2026-01-01 03:05:00,N5,0.03352,-0.00999,1.548,0.01644,0.04295,14.64,1,0.7411,0
2026-01-01 03:10:00,N1,0.02135,-0.001212,-0.114,0.00643,0.01914,16.54,1,0.7077,0
2026-01-01 03:10:00,N2,0.02259,0.003686,0.711,0.02902,0.04432,9.57,1,0.6903,0
2026-01-01 03:10:00,N3,0.02429,0.003428,0.546,0.04164,0.08294,10.4,1,0.7295,0
2026-01-01 03:10:00,N4,0.02077,-0.003719,0.149,0.01805,0.03198,14.0,1,0.7577,0
2026-01-01 03:10:00,N5,0.01963,-0.013892,0.106,0.03347,0.08114,9.95,1,0.7388,0
2026-01-01 03:15:00,N1,0.02256,0.001215,1.184,0.01849,0.04458,16.71,1,0.7534,0
2026-01-01 03:15:00,N2,0.03583,0.01324,-0.005,0.02916,0.05173,15.66,1,0.726,0
2026-01-01 03:15:00,N3,0.03608,0.011792,-1.092,0.02185,0.04932,9.95,1,0.7509,0
2026-01-01 03:15:00,N4,0.02052,-0.00025,-0.127,0.01469,0.04177,14.13,1,0.7628,0
2026-01-01 03:15:00,N5,0.01885,-0.000786,0.881,0.03967,0.09653,8.05,1,0.7405,0
2026-01-01 03:20:00,N1,0.03237,0.009806,1.376,0.03983,0.08441,11.02,1,0.7812,0
2026-01-01 03:20:00,N2,0.05595,0.020118,0.871,0.01743,0.04885,10.49,1,0.737,0
2026-01-01 03:20:00,N3,0.03087,-0.005213,-0.185,0.02409,0.0376,13.16,1,0.746,0
2026-01-01 03:20:00,N4,0.02197,0.001448,0.59,0.03792,0.09081,10.87,1,0.7498,0
2026-01-01 03:20:00,N5,0.04003,0.021188,1.487,0.02305,0.04727,10.43,1,0.7989,0
2026-01-01 03:25:00,N1,0.02308,-0.009289,1.174,0.02945,0.04426,14.29,1,0.732,0
2026-01-01 03:25:00,N2,0.03322,-0.02273,-0.706,0.02688,0.07207,16.12,1,0.7232,0
2026-01-01 03:25:00,N3,0.01935,-0.011521,0.285,0.0301,0.08271,15.81,1,0.7429,0
2026-01-01 03:25:00,N4,0.03613,0.014165,0.3,0.02149,0.04587,14.37,1,0.7457,0
2026-01-01 03:25:00,N5,0.02997,-0.010068,-0.167,0.03567,0.05638,11.9,1,0.7474,0
2026-01-01 03:30:00,N1,0.01814,-0.004936,-0.114,0.02926,0.06309,17.65,1,0.768,0
2026-01-01 03:30:00,N2,0.00962,-0.023601,0.967,0.02588,0.05675,15.67,1,0.7675,0
2026-01-01 03:30:00,N3,0.02394,0.004593,-0.677,0.04087,0.10395,11.07,1,0.7624,0
2026-01-01 03:30:00,N4,0.0339,-0.002236,0.026,0.01585,0.02882,12.47,1,0.744,0
2026-01-01 03:30:00,N5,0.02296,-0.007008,-0.183,0.03516,0.06083,12.58,1,0.7553,0
2026-01-01 03:35:00,N1,0.02743,0.009283,0.234,0.0129,0.02803,13.57,1,0.7656,0
2026-01-01 03:35:00,N2,0.03077,0.021154,0.137,0.04411,0.11357,15.62,1,0.7543,0
2026-01-01 03:35:00,N3,0.03492,0.010973,1.128,0.01531,0.02565,15.62,1,0.7353,0
2026-01-01 03:35:00,N4,0.03124,-0.002658,0.127,0.04082,0.07436,14.34,1,0.7328,0
2026-01-01 03:35:00,N5,0.04155,0.01859,-0.131,0.02983,0.08613,16.29,1,0.7815,0
2026-01-01 03:40:00,N1,0.02521,-0.002215,-0.069,0.0055,0.01019,14.38,1,0.7581,0
2026-01-01 03:40:00,N2,0.01763,-0.013139,-0.197,0.02513,0.03926,15.08,1,0.748,0
2026-01-01 03:40:00,N3,0.01804,-0.016875,0.989,0.04396,0.13137,14.51,1,0.7475,0
2026-01-01 03:40:00,N4,0.02794,-0.003297,1.532,0.02657,0.06957,14.97,1,0.7914,0
2026-01-01 03:40:00,N5,0.0511,0.009549,0.129,0.02847,0.08026,10.65,1,0.7624,0
2026-01-01 03:45:00,N1,0.02149,-0.003724,0.172,0.03068,0.08549,16.23,1,0.7505,0
2026-01-01 03:45:00,N2,0.04519,0.027559,0.453,0.00832,0.0125,17.05,1,0.7385,0
2026-01-01 03:45:00,N3,0.03266,0.014617,-0.205,0.02934,0.08601,10.15,1,0.7609,0
2026-01-01 03:45:00,N4,0.05567,0.027724,-0.033,0.02817,0.05959,13.42,1,0.744,0
2026-01-01 03:45:00,N5,0.01291,-0.03819,-1.729,0.02194,0.0457,10.43,1,0.7461,0
2026-01-01 03:50:00,N1,0.01385,-0.007635,-0.27,0.03509,0.07241,9.29,1,0.7343,0
2026-01-01 03:50:00,N2,0.02037,-0.024822,0.738,0.03117,0.0795,14.75,1,0.7388,0
2026-01-01 03:50:00,N3,0.02583,-0.006825,0.99,0.02349,0.0501,13.09,1,0.7551,0
2026-01-01 03:50:00,N4,0.04683,-0.008839,0.596,0.03399,0.05769,15.54,1,0.7467,0
2026-01-01 03:50:00,N5,0.02162,0.008711,0.815,0.03863,0.10662,13.14,1,0.7535,0
2026-01-01 03:55:00,N1,0.04032,0.026471,0.106,0.02663,0.04438,9.73,1,0.7608,0
2026-01-01 03:55:00,N2,0.03482,0.014452,0.749,0.03378,0.06247,8.84,1,0.7722,0
2026-01-01 03:55:00,N3,0.02637,0.000536,-0.187,0.01272,0.03814,14.5,1,0.744,0
2026-01-01 03:55:00,N4,0.01375,-0.033082,1.68,0.0206,0.05746,8.69,1,0.7738,0
2026-01-01 03:55:00,N5,0.03019,0.008568,-0.905,0.03914,0.06179,12.99,1,0.7728,0
2026-01-01 04:00:00,N1,0.02655,-0.01377,1.564,0.0326,0.0901,17.02,1,0.7497,0
2026-01-01 04:00:00,N2,0.02841,-0.006413,-0.236,0.03666,0.05704,11.91,1,0.77,0
2026-01-01 04:00:00,N3,0.03967,0.0133,0.632,0.03182,0.06674,13.66,1,0.7911,0
2026-01-01 04:00:00,N4,0.02843,0.014683,0.148,0.03956,0.0871,11.48,1,0.7802,0
2026-01-01 04:00:00,N5,0.03315,0.002967,-0.209,0.02678,0.07196,17.59,1,0.761,0
2026-01-01 04:05:00,N1,0.03089,0.004341,0.128,0.02166,0.05381,17.45,1,0.7783,0
2026-01-01 04:05:00,N2,0.02305,-0.005361,0.867,0.01344,0.02354,13.76,1,0.7837,0
2026-01-01 04:05:00,N3,0.04282,0.003147,0.21,0.00387,0.00723,14.19,1,0.7335,0
2026-01-01 04:05:00,N4,0.03236,0.003928,0.679,0.02733,0.04401,9.7,1,0.764,0
2026-01-01 04:05:00,N5,0.03163,-0.00152,0.592,0.01965,0.0546,16.19,1,0.7622,0
2026-01-01 04:10:00,N1,0.02489,-0.006001,0.461,0.02556,0.04032,10.43,1,0.769,0
2026-01-01 04:10:00,N2,0.02097,-0.00208,-0.623,0.01979,0.04597,15.28,1,0.7919,0
2026-01-01 04:10:00,N3,0.06815,0.025336,0.114,0.02566,0.06064,14.42,1,0.7361,0
2026-01-01 04:10:00,N4,0.02147,-0.010885,0.967,0.00996,0.02848,15.9,1,0.7791,0
2026-01-01 04:10:00,N5,0.04857,0.016933,0.218,0.02729,0.04255,15.29,1,0.7648,0
2026-01-01 04:15:00,N1,0.01422,-0.01067,-0.212,0.01778,0.02863,8.79,1,0.7885,0
2026-01-01 04:15:00,N2,0.02158,0.000612,0.099,0.02519,0.04409,14.3,1,0.7602,0
2026-01-01 04:15:00,N3,0.03961,-0.028545,-0.04,0.02882,0.05469,17.44,1,0.759,0
