timestamp,node_id,tilt_x_deg,tilt_y_deg,strain_delta_ue,vib_rms_g,vib_peak_g,vib_dominant_freq_hz,crack_status,temperature_c,humidity_pct,pressure_hpa
2026-01-01 00:25:00,N5,0.02106,0.0142,1.908,0.01806,0.02965,13.25,1,35.82,74.31,1008.7
2026-01-01 00:30:00,N1,0.03549,0.00189,-0.004,0.01219,0.02411,16.39,1,36.41,71.53,1008.34
2026-01-01 00:30:00,N2,0.01665,0.00971,-0.835,0.00158,0.00341,11.66,1,35.84,70.45,1007.81
2026-01-01 00:30:00,N3,0.02773,0.01229,0.672,0.03067,0.05131,10.46,1,36.35,72.54,1007.71
2026-01-01 00:30:00,N4,0.02271,0.01033,-0.491,0.01573,0.0438,17.32,1,35.39,70.73,1006.53
2026-01-01 00:30:00,N5,0.00044,-0.00614,0.776,0.03802,0.07179,14.12,1,37.18,71.08,1008.46
2026-01-01 00:35:00,N1,0.02366,0.02928,0.129,0.02353,0.05921,10.56,1,36.47,77.01,1006.72
2026-01-01 00:35:00,N2,0.01903,0.01215,-0.524,0.02786,0.05689,13.76,1,36.79,73.01,1008.2
2026-01-01 00:35:00,N3,0.0128,0.00732,0.95,0.04492,0.09258,9.86,1,35.72,73.38,1008.82
2026-01-01 00:35:00,N4,0.02482,0.01121,0.567,0.01429,0.03019,10.71,1,36.64,72.92,1009.01
2026-01-01 00:35:00,N5,0.04204,0.02317,0.236,0.03853,0.06497,17.71,1,36.01,73.54,1007.81
2026-01-01 00:40:00,N1,0.00545,0.02733,1.188,0.02513,0.04961,16.42,1,36.93,70.09,1007.35
2026-01-01 00:40:00,N2,0.00402,0.01481,0.597,0.02156,0.05879,17.0,1,36.9,71.64,1009.59
2026-01-01 00:40:00,N3,0.01404,0.03074,1.331,0.02507,0.05162,11.8,1,36.28,72.43,1009.17
2026-01-01 00:40:00,N4,-0.0029,0.01263,0.932,0.03836,0.08074,16.69,1,37.16,67.62,1008.05
2026-01-01 00:40:00,N5,0.00675,0.0131,0.369,0.01339,0.03765,16.19,1,36.08,73.32,1008.54
2026-01-01 00:45:00,N1,0.02097,0.01281,1.518,0.03846,0.06406,13.64,1,36.91,69.1,1006.59
2026-01-01 00:45:00,N2,-0.00394,0.02001,-0.802,0.01429,0.02669,17.68,1,36.01,74.23,1009.17
2026-01-01 00:45:00,N3,-0.01475,0.01793,0.119,0.01181,0.02056,17.38,1,37.34,73.89,1008.44
2026-01-01 00:45:00,N4,0.03847,0.00079,1.223,0.02541,0.04494,13.73,1,37.4,74.02,1006.93
2026-01-01 00:45:00,N5,0.0267,0.00286,1.904,0.03086,0.05931,16.57,1,37.06,73.18,1008.68
2026-01-01 00:50:00,N1,0.00621,0.01457,0.983,0.03357,0.08549,9.83,1,36.62,74.17,1008.04
2026-01-01 00:50:00,N2,-0.01878,0.01443,0.679,0.04633,0.10986,13.53,1,37.18,70.62,1008.53
2026-01-01 00:50:00,N3,0.01641,0.0038,0.475,0.0329,0.05409,9.1,1,36.35,71.65,1008.06
2026-01-01 00:50:00,N4,-0.02081,0.01912,2.018,0.00576,0.01491,13.4,1,36.26,74.06,1008.34
2026-01-01 00:50:00,N5,0.00473,0.00663,0.427,0.02725,0.07343,9.19,1,37.03,70.67,1007.57
2026-01-01 00:55:00,N1,0.0065,-0.00104,0.237,0.01512,0.03757,9.3,1,36.82,72.85,1008.05
2026-01-01 00:55:00,N2,-0.00778,0.01324,-0.815,0.03486,0.07263,8.63,1,36.55,72.21,1006.43
2026-01-01 00:55:00,N3,0.00073,0.03145,-0.669,0.03482,0.06319,12.75,1,36.5,71.66,1008.01
2026-01-01 00:55:00,N4,0.0049,0.01147,0.107,0.00258,0.00642,17.93,1,37.52,70.01,1008.22
2026-01-01 00:55:00,N5,0.02676,0.03039,0.903,0.00767,0.01359,12.02,1,36.87,68.71,1008.14
2026-01-01 01:00:00,N1,0.01743,0.02896,-0.1,0.03539,0.09492,14.85,1,37.53,72.1,1008.96
2026-01-01 01:00:00,N2,0.0095,0.02442,0.979,0.01993,0.03501,11.73,1,36.9,73.77,1007.13
2026-01-01 01:00:00,N3,0.01816,0.03597,-0.428,0.03761,0.10971,11.86,1,36.94,71.02,1008.08
2026-01-01 01:00:00,N4,0.01055,0.02971,-0.233,0.03092,0.07745,15.42,1,36.95,74.97,1007.82
2026-01-01 01:00:00,N5,0.01086,0.02543,0.722,0.02269,0.05426,17.45,1,36.61,75.02,1007.57
2026-01-01 01:05:00,N1,-0.01458,0.0014,0.571,0.00096,0.00225,10.29,1,37.35,70.19,1009.73
2026-01-01 01:05:00,N2,-0.00277,0.01819,0.288,0.01012,0.02954,9.8,1,36.98,72.47,1007.64
2026-01-01 01:05:00,N3,0.00368,0.02053,0.045,0.00524,0.0123,17.67,1,38.1,72.65,1006.59
2026-01-01 01:05:00,N4,0.01218,0.01361,0.287,0.02128,0.05789,13.8,1,36.98,72.85,1008.47
2026-01-01 01:05:00,N5,0.02435,0.01444,2.516,0.01171,0.03058,11.07,1,37.35,76.42,1007.26
2026-01-01 01:10:00,N1,-0.01145,0.02354,0.736,0.02917,0.07867,17.29,1,37.9,72.67,1007.94
2026-01-01 01:10:00,N2,0.04647,0.03003,1.44,0.02703,0.04383,14.06,1,38.1,71.15,1007.88
2026-01-01 01:10:00,N3,0.0128,0.00018,-0.863,0.02369,0.03695,11.78,1,37.27,72.28,1007.07
2026-01-01 01:10:00,N4,0.01711,0.01483,0.572,0.02925,0.0808,13.22,1,37.67,73.1,1008.63
2026-01-01 01:10:00,N5,0.02546,0.0127,1.355,0.02769,0.08261,9.2,1,37.7,71.4,1007.58
2026-01-01 01:15:00,N1,0.00629,0.02977,0.323,0.01812,0.02738,16.13,1,37.99,72.73,1007.35
2026-01-01 01:15:00,N2,0.01823,0.01652,0.848,0.03751,0.07904,13.41,1,37.75,74.62,1007.21
2026-01-01 01:15:00,N3,0.00473,0.01146,-0.055,0.04787,0.14067,17.46,1,37.74,71.19,1007.88
2026-01-01 01:15:00,N4,0.00482,0.00734,0.522,0.03207,0.09532,8.27,1,37.84,73.78,1007.84
2026-01-01 01:15:00,N5,0.00507,0.02601,0.77,0.01645,0.03823,16.22,1,38.21,75.1,1007.77
2026-01-01 01:20:00,N1,-0.00018,0.01426,-0.027,0.01096,0.02908,16.2,1,37.9,76.35,1007.24
2026-01-01 01:20:00,N2,0.01081,-0.02116,1.447,0.03531,0.0892,12.59,1,39.12,73.09,1007.67
2026-01-01 01:20:00,N3,0.014,0.00658,-0.983,0.03027,0.08876,15.96,1,37.58,72.33,1007.33
2026-01-01 01:20:00,N4,0.03728,0.03666,-0.1,0.0197,0.04109,13.39,1,37.6,71.63,1008.52
2026-01-01 01:20:00,N5,0.01244,-0.00832,-0.196,0.02239,0.05875,14.2,1,38.44,71.74,1007.78
2026-01-01 01:25:00,N1,0.02001,0.02543,0.992,0.0132,0.02848,8.49,1,38.32,75.66,1006.2
2026-01-01 01:25:00,N2,0.01008,-0.01206,0.758,0.02019,0.05546,8.29,1,38.02,78.8,1007.42
2026-01-01 01:25:00,N3,0.01416,0.04306,1.338,0.02482,0.06388,13.05,1,38.21,74.32,1007.8
2026-01-01 01:25:00,N4,0.03517,0.00411,0.831,0.01018,0.02147,9.96,1,37.76,72.73,1008.26
2026-01-01 01:25:00,N5,0.01918,0.01195,1.606,0.0241,0.05645,14.6,1,38.04,73.31,1007.8
2026-01-01 01:30:00,N1,0.00195,0.03611,1.071,0.03965,0.0935,10.42,1,38.27,75.51,1006.77
2026-01-01 01:30:00,N2,0.01895,0.00711,1.04,0.03018,0.06583,15.71,1,38.06,73.07,1006.16
2026-01-01 01:30:00,N3,0.04439,0.00164,1.179,0.00863,0.02468,13.51,1,38.33,78.07,1005.8
2026-01-01 01:30:00,N4,-0.01189,0.01488,0.571,0.02933,0.05441,11.26,1,38.13,73.09,1008.19
2026-01-01 01:30:00,N5,0.00981,0.00043,0.752,0.00713,0.0165,11.37,1,38.72,73.8,1008.36
2026-01-01 01:35:00,N1,-0.00534,0.01727,-0.55,0.02952,0.08366,12.21,1,38.36,76.66,1007.56
2026-01-01 01:35:00,N2,0.03091,0.01474,0.205,0.0198,0.03134,15.34,1,38.17,72.11,1006.86
2026-01-01 01:35:00,N3,0.00932,0.02473,0.75,0.0346,0.05386,11.06,1,38.0,73.53,1006.74
2026-01-01 01:35:00,N4,0.01709,0.00417,-0.02,0.02658,0.05136,16.1,1,37.94,73.23,1008.01
2026-01-01 01:35:00,N5,0.02573,0.01944,1.041,0.04177,0.06602,16.55,1,38.47,76.76,1009.01
2026-01-01 01:40:00,N1,0.03809,0.01207,0.192,0.02878,0.07664,10.45,1,37.7,75.12,1009.1
2026-01-01 01:40:00,N2,-0.0024,0.01452,1.926,0.02594,0.06355,9.54,1,38.35,77.74,1007.56
2026-01-01 01:40:00,N3,0.02296,0.02435,1.455,0.0156,0.02739,17.48,1,37.25,77.21,1008.37
2026-01-01 01:40:00,N4,-0.01384,-0.00673,-0.49,0.01582,0.04735,13.06,1,38.6,76.05,1008.71
2026-01-01 01:40:00,N5,0.02624,0.02265,-0.225,0.03854,0.1083,11.43,1,38.58,74.33,1007.33
2026-01-01 01:45:00,N1,0.01298,0.01347,1.12,0.0347,0.08593,11.26,1,38.35,75.36,1007.76
2026-01-01 01:45:00,N2,-0.01689,0.02079,0.345,0.0059,0.01561,10.4,1,38.9,75.77,1006.81
2026-01-01 01:45:00,N3,0.01689,0.01539,0.082,0.01857,0.02975,12.63,1,37.63,76.67,1008.11
2026-01-01 01:45:00,N4,0.03594,0.01049,-1.363,0.01868,0.04759,16.12,1,38.15,72.31,1006.83
2026-01-01 01:45:00,N5,0.0321,0.02096,1.328,0.0448,0.1233,17.75,1,38.46,72.44,1006.83
2026-01-01 01:50:00,N1,0.01762,0.00545,1.288,0.02265,0.03898,9.45,1,38.33,74.48,1007.78
2026-01-01 01:50:00,N2,0.0092,0.02447,-1.118,0.01985,0.04901,13.19,1,38.58,77.05,1007.68
2026-01-01 01:50:00,N3,0.03251,0.01596,0.869,0.03675,0.10907,11.58,1,38.91,74.55,1005.77
2026-01-01 01:50:00,N4,0.01522,0.0021,0.723,0.02725,0.07229,16.37,1,38.98,76.82,1007.87
2026-01-01 01:50:00,N5,0.0097,0.01956,0.425,0.03011,0.04563,14.0,1,39.29,74.8,1008.3
2026-01-01 01:55:00,N1,-0.00452,0.00527,0.547,0.03878,0.07283,9.22,1,38.85,73.95,1008.92
2026-01-01 01:55:00,N2,0.01099,0.00689,1.393,0.02333,0.05456,9.79,1,38.66,73.18,1007.79
2026-01-01 01:55:00,N3,0.03079,0.02043,-0.005,0.01672,0.04841,15.74,1,37.85,76.21,1008.46
2026-01-01 01:55:00,N4,0.01469,0.01184,-0.262,0.01848,0.0552,11.5,1,38.34,74.6,1007.98
2026-01-01 01:55:00,N5,0.00876,0.01705,0.015,0.0231,0.04195,9.24,1,38.69,75.51,1007.34
2026-01-01 02:00:00,N1,0.00891,0.01985,0.786,0.02278,0.04607,11.67,1,39.45,77.01,1008.03
2026-01-01 02:00:00,N2,0.01987,0.01492,0.295,0.02577,0.05454,15.7,1,38.71,77.32,1008.12
2026-01-01 02:00:00,N3,0.00257,0.00933,-0.672,0.03255,0.08781,10.16,1,39.31,76.9,1008.54
2026-01-01 02:00:00,N4,0.0181,0.00045,0.408,0.00642,0.01076,14.33,1,38.28,72.45,1008.75
2026-01-01 02:00:00,N5,-0.00641,0.0113,1.138,0.0299,0.07044,9.65,1,38.62,77.73,1006.27
2026-01-01 02:05:00,N1,0.01897,0.01265,0.694,0.0065,0.01885,17.14,1,39.32,79.21,1008.63
2026-01-01 02:05:00,N2,0.00963,0.02653,0.132,0.03521,0.10288,15.57,1,39.22,73.88,1008.64
2026-01-01 02:05:00,N3,0.03831,0.03113,0.158,0.02942,0.06123,17.18,1,39.06,77.82,1007.56
2026-01-01 02:05:00,N4,0.02991,0.01526,1.045,0.0196,0.0379,13.07,1,38.71,75.48,1007.71
2026-01-01 02:05:00,N5,0.02345,0.02802,0.796,0.024,0.05384,8.73,1,38.78,81.2,1006.53
2026-01-01 02:10:00,N1,0.00025,0.01862,1.254,0.04108,0.10932,16.8,1,38.98,75.8,1008.62
2026-01-01 02:10:00,N2,0.02291,0.02356,-0.839,0.01198,0.01933,11.41,1,39.2,73.4,1007.72
2026-01-01 02:10:00,N3,0.00246,-0.00142,0.836,0.02798,0.04622,14.33,1,38.96,74.21,1007.63
2026-01-01 02:10:00,N4,0.01689,0.00412,0.594,0.03134,0.05516,11.64,1,39.94,75.61,1007.62
2026-01-01 02:10:00,N5,-0.03854,0.01462,0.628,0.00957,0.02361,10.84,1,37.99,77.27,1007.9
2026-01-01 02:15:00,N1,0.02336,-0.00313,-0.399,0.00449,0.01011,13.37,1,39.84,76.48,1007.4
2026-01-01 02:15:00,N2,0.00877,0.01806,0.405,0.032,0.0697,10.05,1,39.8,74.63,1008.27
2026-01-01 02:15:00,N3,0.02325,0.02653,0.315,0.02291,0.05943,15.87,1,39.22,75.95,1008.32
2026-01-01 02:15:00,N4,0.009,-0.0061,0.73,0.02975,0.04551,13.87,1,38.7,75.25,1007.73
2026-01-01 02:15:00,N5,0.01696,0.02199,-1.222,0.04455,0.08689,14.0,1,38.57,77.04,1005.88
2026-01-01 02:20:00,N1,0.00891,0.0137,0.7,0.02233,0.05893,14.96,1,39.24,77.29,1005.58
2026-01-01 02:20:00,N2,0.00178,-0.00074,-0.347,0.02105,0.04819,12.66,1,39.35,75.91,1007.38
2026-01-01 02:20:00,N3,0.01568,0.01258,0.399,0.00865,0.02437,12.6,1,39.76,75.29,1007.37
2026-01-01 02:20:00,N4,-0.0024,0.02408,1.538,0.02754,0.06998,13.07,1,39.29,77.17,1009.32
2026-01-01 02:20:00,N5,0.00488,0.01335,0.546,0.01163,0.01832,14.62,1,39.54,75.32,1008.38
2026-01-01 02:25:00,N1,0.01374,0.02722,-0.228,0.03253,0.06163,11.26,1,39.35,78.77,1010.49
2026-01-01 02:25:00,N2,0.0191,0.04084,0.898,0.03686,0.08084,15.19,1,39.17,76.51,1008.34
2026-01-01 02:25:00,N3,0.03088,0.00148,0.159,0.033,0.05113,9.93,1,39.03,75.7,1006.97
2026-01-01 02:25:00,N4,0.03374,0.0425,0.215,0.01765,0.03224,9.45,1,39.85,71.78,1008.76
2026-01-01 02:25:00,N5,0.00623,0.02073,0.978,0.02895,0.07708,16.61,1,40.12,77.74,1006.82
2026-01-01 02:30:00,N1,0.00927,0.00147,1.35,0.0015,0.00258,9.45,1,39.95,79.07,1007.4
2026-01-01 02:30:00,N2,0.00627,0.01498,0.548,0.03452,0.05934,15.83,1,39.41,75.51,1008.44
2026-01-01 02:30:00,N3,0.01428,-0.00146,1.404,0.01947,0.05801,10.72,1,39.86,73.43,1008.59
2026-01-01 02:30:00,N4,0.03283,0.01538,-0.297,0.0215,0.03292,8.14,1,39.26,76.43,1008.78
2026-01-01 02:30:00,N5,0.0184,0.02937,-1.123,0.02243,0.04273,10.68,1,39.57,79.93,1007.48
2026-01-01 02:35:00,N1,0.04625,0.01513,-0.37,0.02355,0.05605,8.6,1,39.45,78.98,1008.54
2026-01-01 02:35:00,N2,0.02862,0.00987,0.026,0.0164,0.04697,17.74,1,39.39,75.49,1007.39
2026-01-01 02:35:00,N3,0.02056,-0.00358,0.049,0.02073,0.04211,12.54,1,39.73,74.73,1007.72
2026-01-01 02:35:00,N4,0.02998,-0.01779,-0.868,0.02573,0.06852,10.8,1,39.6,77.57,1006.8
2026-01-01 02:35:00,N5,-0.0082,0.02408,1.528,0.02495,0.05492,13.38,1,39.23,78.89,1007.46
2026-01-01 02:40:00,N1,0.01842,-0.00729,0.8,0.02337,0.04996,12.49,1,39.62,79.86,1007.39
2026-01-01 02:40:00,N2,0.03581,0.02277,0.621,0.02916,0.08513,13.66,1,39.66,80.05,1006.6
2026-01-01 02:40:00,N3,0.00937,0.00778,0.171,0.01715,0.03193,9.16,1,40.45,77.15,1006.94
2026-01-01 02:40:00,N4,0.00317,0.02618,-1.479,0.0178,0.04666,15.24,1,39.86,80.4,1007.55
2026-01-01 02:40:00,N5,0.0349,0.01827,0.823,0.01485,0.02864,9.03,1,38.5,76.72,1007.67
2026-01-01 02:45:00,N1,0.00292,-0.00068,-0.237,0.03418,0.07479,12.76,1,40.12,77.64,1006.48
2026-01-01 02:45:00,N2,0.02674,0.0147,-0.038,0.00372,0.00871,15.67,1,39.47,74.72,1008.53
2026-01-01 02:45:00,N3,-0.00431,0.01764,-0.562,0.03357,0.06061,15.37,1,39.93,78.1,1007.49
2026-01-01 02:45:00,N4,0.0229,0.02936,0.71,0.02656,0.05814,13.55,1,39.28,77.67,1008.02
2026-01-01 02:45:00,N5,0.0045,0.0088,0.376,0.01288,0.02143,14.0,1,39.18,77.01,1006.69
2026-01-01 02:50:00,N1,0.03127,0.02469,1.068,0.02983,0.05235,12.29,1,39.74,79.22,1006.42
2026-01-01 02:50:00,N2,0.0205,0.03745,0.315,0.04406,0.10694,17.09,1,40.59,79.12,1007.12
2026-01-01 02:50:00,N3,0.0427,0.03371,0.826,0.01316,0.02727,13.28,1,41.02,80.86,1005.84
2026-01-01 02:50:00,N4,0.02262,0.00677,1.1,0.02742,0.05227,10.25,1,40.0,79.34,1006.56
2026-01-01 02:50:00,N5,-0.01347,0.01507,1.602,0.02555,0.04387,13.39,1,39.75,77.32,1007.68
2026-01-01 02:55:00,N1,0.00075,0.01129,0.813,0.0116,0.02373,13.42,1,40.67,76.37,1007.92
2026-01-01 02:55:00,N2,0.02379,-0.00207,1.014,0.01872,0.04761,15.29,1,40.38,75.97,1006.84
2026-01-01 02:55:00,N3,0.01494,0.01654,0.573,0.02873,0.05095,9.45,1,40.12,74.43,1007.62
2026-01-01 02:55:00,N4,-0.00755,0.00356,0.543,0.00791,0.0127,14.05,1,39.86,80.81,1006.78
2026-01-01 02:55:00,N5,0.02208,0.01574,0.613,0.01532,0.04346,15.3,1,40.51,79.06,1006.02
2026-01-01 03:00:00,N1,0.02232,0.03686,0.649,0.01851,0.05484,13.21,1,40.62,74.57,1008.85
2026-01-01 03:00:00,N2,0.02361,0.0066,0.171,0.01817,0.03874,13.92,1,39.92,75.58,1007.45
2026-01-01 03:00:00,N3,0.02743,0.01197,1.319,0.02523,0.05559,9.8,1,39.25,79.84,1007.25
2026-01-01 03:00:00,N4,0.02071,0.01137,-0.013,0.00992,0.02038,14.83,1,39.89,75.12,1006.45
2026-01-01 03:00:00,N5,0.04068,0.01546,2.046,0.03368,0.08511,17.56,1,39.34,81.37,1008.95
2026-01-01 03:05:00,N1,-0.01009,0.02018,2.022,0.01428,0.0231,15.0,1,39.79,75.13,1006.0
2026-01-01 03:05:00,N2,0.01278,0.01393,-1.152,0.02147,0.05425,13.28,1,40.19,84.28,1007.06
2026-01-01 03:05:00,N3,0.01636,-0.01295,-0.343,0.0373,0.10465,15.95,1,39.95,80.9,1007.89
2026-01-01 03:05:00,N4,0.00322,0.02428,0.956,0.03297,0.05381,14.24,1,39.42,79.6,1007.08
2026-01-01 03:05:00,N5,0.03329,-0.00394,1.548,0.01644,0.04295,14.64,1,40.44,78.21,1007.21
2026-01-01 03:10:00,N1,-0.0005,0.02134,-0.114,0.00643,0.01914,16.54,1,39.73,75.71,1006.31
2026-01-01 03:10:00,N2,0.00389,0.02225,0.711,0.02902,0.04432,9.57,1,38.93,75.53,1006.19
2026-01-01 03:10:00,N3,0.00359,0.02403,0.546,0.04164,0.08294,10.4,1,39.81,78.33,1007.85
2026-01-01 03:10:00,N4,0.02046,0.00357,0.149,0.01805,0.03198,14.0,1,41.67,77.17,1006.87
2026-01-01 03:10:00,N5,0.01594,0.01146,0.106,0.03347,0.08114,9.95,1,38.8,82.16,1007.15
2026-01-01 03:15:00,N1,0.02247,0.00203,1.184,0.01849,0.04458,16.71,1,40.07,80.75,1005.63
2026-01-01 03:15:00,N2,0.03269,0.01466,-0.005,0.02916,0.05173,15.66,1,40.17,76.94,1006.99
2026-01-01 03:15:00,N3,0.03383,0.01257,-1.092,0.02185,0.04932,9.95,1,39.63,81.57,1007.37
2026-01-01 03:15:00,N4,-0.00405,0.02012,-0.127,0.01469,0.04177,14.13,1,39.95,82.3,1007.01
2026-01-01 03:15:00,N5,0.01793,0.0058,0.881,0.03967,0.09653,8.05,1,40.49,78.0,1006.04
2026-01-01 03:20:00,N1,0.03069,0.0103,1.376,0.03983,0.08441,11.02,1,41.48,80.72,1007.41
2026-01-01 03:20:00,N2,0.04947,0.02613,0.871,0.01743,0.04885,10.49,1,41.17,75.76,1005.9
2026-01-01 03:20:00,N3,0.01372,0.02766,-0.185,0.02409,0.0376,13.16,1,39.85,80.37,1007.83
2026-01-01 03:20:00,N4,0.0202,0.00863,0.59,0.03792,0.09081,10.87,1,40.46,79.28,1007.4
2026-01-01 03:20:00,N5,0.03198,0.02408,1.487,0.02305,0.04727,10.43,1,40.95,84.39,1006.87
2026-01-01 03:25:00,N1,0.02226,0.00609,1.174,0.02945,0.04426,14.29,1,40.77,76.15,1007.8
2026-01-01 03:25:00,N2,0.03322,-0.00016,-0.706,0.02688,0.07207,16.12,1,39.62,78.0,1006.9
2026-01-01 03:25:00,N3,0.01542,-0.01169,0.285,0.0301,0.08271,15.81,1,40.07,79.38,1005.95
2026-01-01 03:25:00,N4,0.02837,0.02238,0.3,0.02149,0.04587,14.37,1,40.71,78.1,1006.82
2026-01-01 03:25:00,N5,0.0296,0.00467,-0.167,0.03567,0.05638,11.9,1,40.29,79.41,1007.61
2026-01-01 03:30:00,N1,0.01803,0.00206,-0.114,0.02926,0.06309,17.65,1,40.06,82.69,1006.82
2026-01-01 03:30:00,N2,-0.00278,-0.00921,0.967,0.02588,0.05675,15.67,1,40.11,82.48,1008.34
2026-01-01 03:30:00,N3,0.02314,0.00614,-0.677,0.04087,0.10395,11.07,1,40.91,79.75,1006.6
2026-01-01 03:30:00,N4,0.02666,0.02093,0.026,0.01585,0.02882,12.47,1,39.95,79.86,1006.68
2026-01-01 03:30:00,N5,-0.00127,0.02292,-0.183,0.03516,0.06083,12.58,1,40.41,80.13,1006.11
2026-01-01 03:35:00,N1,0.01531,0.02276,0.234,0.0129,0.02803,13.57,1,41.36,78.99,1006.1
2026-01-01 03:35:00,N2,0.02933,0.00931,0.137,0.04411,0.11357,15.62,1,40.71,79.22,1006.68
2026-01-01 03:35:00,N3,0.02994,0.01797,1.128,0.01531,0.02565,15.62,1,40.3,77.8,1006.62
2026-01-01 03:35:00,N4,0.03054,0.00655,0.127,0.04082,0.07436,14.34,1,39.77,78.85,1006.78
2026-01-01 03:35:00,N5,0.03912,0.014,-0.131,0.02983,0.08613,16.29,1,41.55,80.58,1007.39
2026-01-01 03:40:00,N1,-0.0023,0.02511,-0.069,0.0055,0.01019,14.38,1,41.63,77.3,1007.94
2026-01-01 03:40:00,N2,0.01618,0.007,-0.197,0.02513,0.03926,15.08,1,40.2,79.73,1008.36
2026-01-01 03:40:00,N3,-0.00364,0.01767,0.989,0.04396,0.13137,14.51,1,40.79,78.14,1009.13
2026-01-01 03:40:00,N4,0.01983,0.01969,1.532,0.02657,0.06957,14.97,1,40.62,84.26,1007.28
2026-01-01 03:40:00,N5,0.04815,0.0171,0.129,0.02847,0.08026,10.65,1,40.82,79.98,1006.61
2026-01-01 03:45:00,N1,0.00912,0.01945,0.172,0.03068,0.08549,16.23,1,40.91,78.2,1007.24
2026-01-01 03:45:00,N2,0.04152,0.01783,0.453,0.00832,0.0125,17.05,1,40.4,77.97,1007.76
2026-01-01 03:45:00,N3,0.01806,0.02721,-0.205,0.02934,0.08601,10.15,1,40.31,81.12,1006.7
2026-01-01 03:45:00,N4,0.04861,0.02712,-0.033,0.02817,0.05959,13.42,1,40.52,78.38,1006.75
2026-01-01 03:45:00,N5,0.00187,0.01277,-1.729,0.02194,0.0457,10.43,1,40.63,78.34,1006.51
2026-01-01 03:50:00,N1,0.01305,0.00466,-0.27,0.03509,0.07241,9.29,1,39.79,79.01,1007.0
2026-01-01 03:50:00,N2,0.01857,-0.00836,0.738,0.03117,0.0795,14.75,1,40.95,76.57,1007.77
